phase,dataset_name,algorithm_name,model_file_name,model_path,patch_set,patch_size,feature_set,threshold_column,threshold_value,stride_divisor,cluster_iou_threshold,weighted_box_size_factor,postprocess_method,status,raw_score_reuse_mode,raw_scoring_total_runtime_seconds,image_count,total_window_count,total_candidate_count,total_final_detection_count,mean_candidates_per_image,mean_final_detections_per_image,total_runtime_seconds,mean_runtime_seconds_per_image,tp_iou_0_1,fp_iou_0_1,fn_iou_0_1,detection_precision_iou_0_1,detection_recall_iou_0_1,detection_f1_iou_0_1,false_positives_per_image_iou_0_1,false_negatives_per_image_iou_0_1,negative_image_count_iou_0_1,negative_total_fp_iou_0_1,negative_fp_per_negative_image_iou_0_1,negative_accuracy_iou_0_1,mean_matched_iou_iou_0_1,tp_iou_0_2,fp_iou_0_2,fn_iou_0_2,detection_precision_iou_0_2,detection_recall_iou_0_2,detection_f1_iou_0_2,false_positives_per_image_iou_0_2,false_negatives_per_image_iou_0_2,negative_image_count_iou_0_2,negative_total_fp_iou_0_2,negative_fp_per_negative_image_iou_0_2,negative_accuracy_iou_0_2,mean_matched_iou_iou_0_2,tp_iou_0_3,fp_iou_0_3,fn_iou_0_3,detection_precision_iou_0_3,detection_recall_iou_0_3,detection_f1_iou_0_3,false_positives_per_image_iou_0_3,false_negatives_per_image_iou_0_3,negative_image_count_iou_0_3,negative_total_fp_iou_0_3,negative_fp_per_negative_image_iou_0_3,negative_accuracy_iou_0_3,mean_matched_iou_iou_0_3,postprocess_total_runtime_seconds,estimated_total_runtime_seconds_with_raw_scoring,combo_wall_runtime_seconds
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,decision_function_score_threshold,0.9,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,91.52169752120972,700,69300,1544,410,2.2057142857142855,0.5857142857142857,0.013981103897094727,1.9973005567278182e-05,264,146,241,0.6439024390243903,0.5227722772277228,0.5770491803278688,0.20857142857142857,0.3442857142857143,242,20,0.08264462809917356,0.9256198347107438,0.37179556987021295,240,170,265,0.5853658536585366,0.4752475247524752,0.5245901639344261,0.24285714285714285,0.37857142857142856,242,20,0.08264462809917356,0.9256198347107438,0.40093358071629603,187,223,318,0.4560975609756098,0.3702970297029703,0.4087431693989071,0.31857142857142856,0.4542857142857143,242,20,0.08264462809917356,0.9256198347107438,0.4448103096367276,0.013981103897094727,91.53567862510681,0.01823878288269043
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,decision_function_score_threshold,0.9,4,0.2,1.25,weighted_center,OK,per_model_per_stride_in_memory,91.52169752120972,700,69300,1544,410,2.2057142857142855,0.5857142857142857,0.010117053985595703,1.4452934265136718e-05,264,146,241,0.6439024390243903,0.5227722772277228,0.5770491803278688,0.20857142857142857,0.3442857142857143,242,20,0.08264462809917356,0.9256198347107438,0.2894659373801986,218,192,287,0.5317073170731708,0.4316831683168317,0.4765027322404372,0.2742857142857143,0.41,242,20,0.08264462809917356,0.9256198347107438,0.3214399919442064,110,300,395,0.2682926829268293,0.21782178217821782,0.24043715846994537,0.42857142857142855,0.5642857142857143,242,20,0.08264462809917356,0.9256198347107438,0.3937112122545418,0.010117053985595703,91.53181457519531,0.01883697509765625
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,decision_function_score_threshold,0.9,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,91.52169752120972,700,69300,1544,481,2.2057142857142855,0.6871428571428572,0.011731386184692383,1.675912312098912e-05,267,214,238,0.5550935550935551,0.5287128712871287,0.5415821501014199,0.3057142857142857,0.34,242,22,0.09090909090909091,0.9256198347107438,0.3725461204356907,244,237,261,0.5072765072765073,0.48316831683168315,0.4949290060851927,0.3385714285714286,0.37285714285714283,242,22,0.09090909090909091,0.9256198347107438,0.40156142184202315,195,286,310,0.40540540540540543,0.38613861386138615,0.3955375253549696,0.4085714285714286,0.44285714285714284,242,22,0.09090909090909091,0.9256198347107438,0.4454333697507229,0.011731386184692383,91.53342890739441,0.020049095153808594
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,decision_function_score_threshold,0.9,4,0.25,1.25,weighted_center,OK,per_model_per_stride_in_memory,91.52169752120972,700,69300,1544,481,2.2057142857142855,0.6871428571428572,0.012500762939453125,1.785823277064732e-05,268,213,237,0.5571725571725572,0.5306930693069307,0.5436105476673428,0.30428571428571427,0.3385714285714286,242,22,0.09090909090909091,0.9256198347107438,0.2874808565558029,219,262,286,0.4553014553014553,0.43366336633663366,0.44421906693711966,0.3742857142857143,0.4085714285714286,242,22,0.09090909090909091,0.9256198347107438,0.3199910436779653,115,366,390,0.2390852390852391,0.22772277227722773,0.23326572008113589,0.5228571428571429,0.5571428571428572,242,22,0.09090909090909091,0.9256198347107438,0.39385876879257437,0.012500762939453125,91.53419828414917,0.019442319869995117
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,decision_function_score_threshold,0.9,4,0.3,1.0,weighted_center,OK,per_model_per_stride_in_memory,91.52169752120972,700,69300,1544,504,2.2057142857142855,0.72,0.018166303634643555,2.5951862335205077e-05,268,236,237,0.5317460317460317,0.5306930693069307,0.5312190287413281,0.33714285714285713,0.3385714285714286,242,22,0.09090909090909091,0.9256198347107438,0.37316246321065344,246,258,259,0.4880952380952381,0.4871287128712871,0.487611496531219,0.36857142857142855,0.37,242,22,0.09090909090909091,0.9256198347107438,0.40106344931500526,200,304,305,0.3968253968253968,0.39603960396039606,0.396432111000991,0.4342857142857143,0.4357142857142857,242,22,0.09090909090909091,0.9256198347107438,0.4423067526738383,0.018166303634643555,91.53986382484436,0.022311925888061523
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_007__centered48_neg4x__hog16_pca_hsv_lbp.joblib,centered48_neg4x,48,hog16_pca_hsv_lbp,decision_function_score_threshold,0.9,4,0.3,1.25,weighted_center,OK,per_model_per_stride_in_memory,91.52169752120972,700,69300,1544,504,2.2057142857142855,0.72,0.018709897994995117,2.6728425707135883e-05,270,234,235,0.5357142857142857,0.5346534653465347,0.535183349851338,0.3342857142857143,0.3357142857142857,242,22,0.09090909090909091,0.9256198347107438,0.2863062655041052,220,284,285,0.4365079365079365,0.43564356435643564,0.43607532210109023,0.4057142857142857,0.40714285714285714,242,22,0.09090909090909091,0.9256198347107438,0.32002573165038395,115,389,390,0.22817460317460317,0.22772277227722773,0.22794846382556988,0.5557142857142857,0.5571428571428572,242,22,0.09090909090909091,0.9256198347107438,0.3942325386141997,0.018709897994995117,91.54040741920471,0.01989579200744629
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,decision_function_score_threshold,0.8,4,0.2,1.0,weighted_center,OK,per_model_per_stride_in_memory,163.69531893730164,700,69300,1484,475,2.12,0.6785714285714286,0.014840364456176758,2.1200520651681084e-05,278,197,227,0.5852631578947368,0.5504950495049505,0.5673469387755102,0.2814285714285714,0.3242857142857143,242,28,0.11570247933884298,0.9049586776859504,0.3673254803545472,255,220,250,0.5368421052631579,0.504950495049505,0.5204081632653061,0.3142857142857143,0.35714285714285715,242,28,0.11570247933884298,0.9049586776859504,0.39033352558141765,184,291,321,0.3873684210526316,0.36435643564356435,0.37551020408163266,0.4157142857142857,0.4585714285714286,242,28,0.11570247933884298,0.9049586776859504,0.4454951559111778,0.014840364456176758,163.7101593017578,0.0178530216217041
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,decision_function_score_threshold,0.8,4,0.2,1.25,weighted_center,OK,per_model_per_stride_in_memory,163.69531893730164,700,69300,1484,475,2.12,0.6785714285714286,0.012067079544067383,1.7238685062953403e-05,280,195,225,0.5894736842105263,0.5544554455445545,0.5714285714285714,0.2785714285714286,0.32142857142857145,242,28,0.11570247933884298,0.9049586776859504,0.2782624188270818,219,256,286,0.4610526315789474,0.43366336633663366,0.4469387755102041,0.3657142857142857,0.4085714285714286,242,28,0.11570247933884298,0.9049586776859504,0.31669537536372805,109,366,396,0.2294736842105263,0.21584158415841584,0.2224489795918367,0.5228571428571429,0.5657142857142857,242,28,0.11570247933884298,0.9049586776859504,0.38580116813418425,0.012067079544067383,163.7073860168457,0.01880621910095215
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,decision_function_score_threshold,0.8,4,0.25,1.0,weighted_center,OK,per_model_per_stride_in_memory,163.69531893730164,700,69300,1484,543,2.12,0.7757142857142857,0.018091678619384766,2.5845255170549665e-05,282,261,223,0.5193370165745856,0.5584158415841585,0.5381679389312978,0.37285714285714283,0.31857142857142856,242,29,0.11983471074380166,0.9049586776859504,0.3640526682858674,258,285,247,0.47513812154696133,0.5108910891089109,0.49236641221374045,0.40714285714285714,0.35285714285714287,242,29,0.11983471074380166,0.9049586776859504,0.3886261282318983,192,351,313,0.35359116022099446,0.3801980198019802,0.36641221374045796,0.5014285714285714,0.4471428571428571,242,29,0.11983471074380166,0.9049586776859504,0.44660377841102955,0.018091678619384766,163.71341061592102,0.022076845169067383
phase2_postprocess_sweep,dataset2_honeybee,rbf_svm,d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,outputs/models/selected_classification_model_pool/dataset2_honeybee/rbf_svm/d2_rbfsvm_006__centered48_neg4x__hog16_hsv_lbp.joblib,centered48_neg4x,48,hog16_hsv_lbp,decision_function_score_threshold,0.8,4,0.25,1.25,weighted_center,OK,per_model_per_stride_in_memory,163.69531893730164,700,69300,1484,543,2.12,0.7757142857142857,0.01753377914428711,2.5048255920410157e-05,282,261,223,0.5193370165745856,0.5584158415841585,0.5381679389312978,0.37285714285714283,0.31857142857142856,242,29,0.11983471074380166,0.9049586776859504,0.2765201338240122,223,320,282,0.4106813996316759,0.4415841584158416,0.4255725190839695,0.45714285714285713,0.40285714285714286,242,29,0.11983471074380166,0.9049586776859504,0.3132638716950199,110,433,395,0.20257826887661143,0.21782178217821782,0.20992366412213742,0.6185714285714285,0.5642857142857143,242,29,0.11983471074380166,0.9049586776859504,0.385765156459399,0.01753377914428711,163.71285271644592,0.01964855194091797
